fragment	extracted_org	status
In opposition, a coalition of employer organizations including the California Chamber of Commerce	California Chamber of Commerce	parsed
In opposition, a coalition of employer organizations, including the California Chamber of Commerce	California Chamber of Commerce	parsed
In opposition, Amazon	Amazon	parsed
In Opposition, CALSTART	CALSTART	parsed
In opposition, CDPH	CDPH	parsed
In opposition, Construction Employers' Association (CEA)	Construction Employers' Association (CEA)	parsed
In opposition, Sierra Club	Sierra Club	parsed
In opposition, Sierra Club California expresses concerns that	Sierra Club California	parsed
In opposition, Sutter's Place Inc., doing business as Bay	Sutter's Place Inc., doing business as Bay	parsed
In opposition, Tesla	Tesla	parsed
In opposition, the Alliance for Automotive Innovation	Alliance for Automotive Innovation	parsed
In opposition, the American Civil Liberties Union California Action	American Civil Liberties Union California Action	parsed
In opposition, the American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO	American Federation of State, County and Municipal Employees (AFSCME), AFL-CIO	parsed
In opposition, the California Association for Behavior Analysis	California Association for Behavior Analysis	parsed
In opposition, the California Chamber of Commerce indicates	California Chamber of Commerce	parsed
In opposition, the California Labor Federation	California Labor Federation	parsed
In opposition, the California Public Defenders Association	California Public Defenders Association	parsed
In opposition, the California Public Defenders Association indicates that current law adequately deals with the criminal conduct in question	California Public Defenders Association	parsed
In opposition, the Chamber of Progress	Chamber of Progress	parsed
In opposition, the Council	the Council	parsed
In opposition, the CSAC Excess Insurance Authority	CSAC Excess Insurance Authority	parsed
In opposition, the firm	the firm	parsed
In opposition, the Kern County Board of Supervisors	Kern County Board of Supervisors	parsed
In opposition, the League of California Cities	League of California Cities	parsed
In opposition, the League of Women Voters of California	League of Women Voters of California	parsed
In opposition, the League of Women Voters of California writes	League of Women Voters of California	parsed
In opposition, the Los Angeles Metropolitan Transportation	Los Angeles Metropolitan Transportation	parsed
In opposition, the Pacific Merchant Shipping Association (PMSA)	Pacific Merchant Shipping Association (PMSA)	parsed
In opposition, the Peace and Freedom Party of California	Peace and Freedom Party of California	parsed
In opposition, The Vapor Technology Association	Vapor Technology Association	parsed
In opposition, the Western States Petroleum Association	Western States Petroleum Association	parsed
In opposition, USC asks that the current lease be allowed to	USC	parsed
In order for California to receive HAVA funds, a plan		none_parsed
in order to access the impact of contract terms on the quality and access to care		none_parsed
In order to assist local jurisdictions with		none_parsed
In order to avoid major disruptions to California's marketplace and leading to consumer confusion and dissatisfaction, CBIA	CBIA	parsed
In order to be approved to operate in the state, the institution must show BPPE that it	BPPE	parsed
in order to ensure that mitigation projects are approved in a timely		none_parsed
In order to meet the demand, apples have to be brought in from other		none_parsed
In order to properly		none_parsed
In order to receive a U visa/T visa, a victim must demonstrate to the United		none_parsed
in other cities across the country that the most		none_parsed
in other states and countries. Without guidance, local agencies are		none_parsed
In other words, high administrative costs may in some		none_parsed
in others it is not. Judges should retain the discretion to		none_parsed
in our country and has become a multi-billion dollar industry that is		none_parsed
in part by requiring an analysis to determine per-employee compensation for every type of contract and factoring in all known cost escalators to project future per-employee costs. UC also	UC	parsed
in part on whether the courts are available to all who		none_parsed
In part, the Association of California School Administrators	Association of California School Administrators	parsed
In part, the CalChamber	CalChamber	parsed
In part, the California Federation of Teachers, a union of educators and classified professionals, AFT, AFL-CIO	California Federation of Teachers	parsed
In part, the California School Employees Association, AFL-CIO	California School Employees Association, AFL-CIO	parsed
In part, the California Special Districts Association	California Special Districts Association	parsed
In part, the Community College League of California (CCLC)	Community College League of California (CCLC)	parsed
"in particular the various exemptions or ""carve-outs"" from the general application of Government Code Section 11135. Other opponents"	Other opponents	parsed
In particular, requiring all State agencies to use		none_parsed
In particular, TechNet	TechNet	parsed
in particular, that DHCS has	DHCS	parsed
in PD benefits. Opponents also	Opponents	parsed
In policy committee, opponents, including several hunting	several hunting	parsed
in pounds and shelters in this state. They		none_parsed
In practice, courts and factfinders treat these types of		none_parsed
in previous small group market reform legislation because they		none_parsed
In previous years, school districts have been	school districts	parsed
In prior years, the California District Attorneys	California District Attorneys	parsed
in prison and are trying to re-enter society. They		none_parsed
In prohibiting the use of ESA funds for the purposes		none_parsed
in projects within, and adjacent to the river and help to implement the LA County River Master Plan and the City of Los Angeles River		none_parsed
in public operations each year. Grand jury responsibilities associated		none_parsed
In recent decades, California has created an unprecedented number of new and detailed criminal laws. Before we keep enacting more, I think		none_parsed
In recent years the United		none_parsed
In regard to the concern raised by the opposition regarding duplicative planning efforts, the authors	the authors	parsed
In regards to the bill's minimum staffing requirements, the CPPC	CPPC	parsed
in reprogramming and increased fraud investigators for a policy that is		none_parsed
In response to data that illustrated the need for more		none_parsed
In response to the COVID-19 public health emergency, the Board issued a waiver that included provisions to allow for remote medication chart order review and	the Board	parsed
In response, the author will be amending the bill to	the author	parsed
In response, the author's office has provided the following statement	the author's office	parsed
in return for the tax-exempt status given to nonprofit hospitals. This	nonprofit hospitals	parsed
In return, consumers would be provided a capitated budget determined in a		none_parsed
In School + On Track, California Attorney General Kamala Harris	California Attorney General Kamala Harris	parsed
in significant administrative costs to review huge volumes of documentation-given the large number of contracts involved-or would		none_parsed
In Southern California, cable nodes have been vandalized and cable		none_parsed
in state government and focuses solely on achieving environmental		none_parsed
in strenuous exercise, there is a risk of injury. It is also worth		none_parsed
In strident opposition to this measure, Turo	Turo	parsed
in such a manner as to subject the animal to extreme		none_parsed
in such rapid succession that there has been little opportunity		none_parsed
In sum, CJAC concludes that current law, by providing a ten-year statute of limitations and a three-year discovery rule, ″provides generous timelines for survivors to bring	CJAC	parsed
In sum, LACBA	LACBA	parsed
In summary, the Coalition for Quality Credit Counseling	Coalition for Quality Credit Counseling	parsed
In summary, the County	the County	parsed
In support a broad coalition	a broad coalition	parsed
In support a coalition of environmental and active transportation groups	a coalition of environmental and active transportation groups	parsed
In support CALSTART	CALSTART	parsed
In support Equality California	Equality California	parsed
In support of a prior version of the bill		none_parsed
In support of including the provision		none_parsed
In support of prior year legislation to reduce crack cocaine		none_parsed
In support of the bill the American Society for the Prevention of Cruelty to Animals	American Society for the Prevention of Cruelty to Animals	parsed
In support of the bill the coalition	the coalition	parsed
"In support of the bill, CalTax references their report ""Making"	CalTax	parsed
In support of the bill, Social Compassion in Legislation	Social Compassion in Legislation	parsed
In support of the bill, the American Association of University Women of California	American Association of University Women of California	parsed
In support of the bill, the American Lung Association in California	American Lung Association in California	parsed
In support of the bill, the Association	the Association	parsed
In support of the bill, the California Coalition for Youth	California Coalition for Youth	parsed
In support of the bill, the California Employment Lawyers Association	California Employment Lawyers Association	parsed
In support of the bill, the California Immigrant Policy Center	California Immigrant Policy Center	parsed
In support of the bill, the California Judges Association	California Judges Association	parsed
In support of the bill, the Commission	the Commission	parsed
In support of the measure CLF	CLF	parsed
in support of the prior version		none_parsed
In support of the revisions to the customer facility charge audit reporting, the California Airport Council	California Airport Council	parsed
In support of their preferred fee increase, the State Bar	State Bar	parsed
In support of these reforms, The Center for Judicial Excellence	Center for Judicial Excellence	parsed
In support of this amendment, the California Housing Partnership	California Housing Partnership	parsed
In support of this measure the California Chamber of Commerce	California Chamber of Commerce	parsed
In support of this measure the California Court Reporters Association	California Court Reporters Association	parsed
In support of this measure the coalition	the coalition	parsed
In support of this measure the County Recorders' Association of California	County Recorders' Association of California	parsed
In support of this measure, a coalition of labor organizations	a coalition of labor organizations	parsed
In support of this measure, Bay Area Legal Aid	Bay Area Legal Aid	parsed
In support of this measure, the bill's sponsor, Attorney General Xavier Becerra	Attorney General Xavier Becerra	parsed
In support of this measure, the California Protective Parents Association	California Protective Parents Association	parsed
In support of this measure, the Conference of California Bar Associations, the bill's sponsor	Conference of California Bar Associations	parsed
In support of this resolution, the IWPRG organization	IWPRG	parsed
"in support that ""these institutions hold hundreds of individuals who have"		none_parsed
In support the Association of California Water Agencies	Association of California Water Agencies	parsed
In support the California Airports Council	California Airports Council	parsed
In support the California Trucking Association	California Trucking Association	parsed
In support the California Voter Foundation	California Voter Foundation	parsed
In support the Electric Vehicle Association Sacramento Chapter	Electric Vehicle Association Sacramento Chapter	parsed
In support, a coalition	a coalition	parsed
In support, a coalition of businesses led by CalChamber	CalChamber	parsed
In support, a coalition of organizations	a coalition of organizations	parsed
In support, a coalition of organizations impacted by supply chain fees	a coalition of organizations impacted by supply chain fees	parsed
In support, California Common Cause	California Common Cause	parsed
In support, NextGen California	NextGen California	parsed
In support, Planned Parenthood of California	Planned Parenthood of California	parsed
In support, Planned Parenthood of California group	Planned Parenthood of California	parsed
In support, SAG-AFTRA	SAG-AFTRA	parsed
In support, Seamless Bay Area	Seamless Bay Area	parsed
In support, Secretary of State Alex Padilla	Secretary of State Alex Padilla	parsed
"In support, the American Civil Liberties Union California Action write, ""Although in recent years many"	American Civil Liberties Union California Action	parsed
In support, the American Civil Liberties Union of California	American Civil Liberties Union of California	parsed
In support, the Bay Area Air Quality Management District	Bay Area Air Quality Management District	parsed
In support, the California Association of Port Authorities	California Association of Port Authorities	parsed
In support, the California Catholic Conference	California Catholic Conference	parsed
In support, the California Immigrant Policy Center	California Immigrant Policy Center	parsed
In support, the California Labor Federation	California Labor Federation	parsed
In support, the California News Publishers Association	California News Publishers Association	parsed
In support, the California Teachers Association (CTA)	California Teachers Association (CTA)	parsed
In support, the Campus Vote Project	Campus Vote Project	parsed
In support, the City of Sacramento	City of Sacramento	parsed
In support, the Greenlining Institute	Greenlining Institute	parsed
In support, the Hispanas Organized for Political Equality	Hispanas Organized for Political Equality	parsed
In support, the League of Women Voters of Fresno	League of Women Voters of Fresno	parsed
In support, the Secretary of State Alex Padilla	Secretary of State Alex Padilla	parsed
In support, the South Bay Cities Council of Governments	South Bay Cities Council of Governments	parsed
In support, the sponsor Abundant Housing LA	Abundant Housing LA	parsed
In support, the Teamsters	Teamsters	parsed
In support, the United Food & Commercial Workers Union	United Food & Commercial Workers Union	parsed
In support, the University of California Student Association	University of California Student Association	parsed
In support, the Western Center on Law and Poverty	Western Center on Law and Poverty	parsed
In support, Valley Clean Air Now	Valley Clean Air Now	parsed
in technical		none_parsed
in technology products		none_parsed
In terms of the author's intent to move toward ecosystem-based management to benefit these species, the association	the association	parsed
in the 9th Circuit against the State and the UC on the same issues	UC	parsed
in the absence of a complaint. Additionally, it is not clear that any		none_parsed
in the accessibility of the justice system. Whether		none_parsed
in the aggregate, whereby certain project areas may spend less		none_parsed
in the annual Budget Act for the program, which I		none_parsed
In the April 7, 1999 hearing of the Senate Insurance	Senate Insurance	parsed
in the Assembly Health Committee	Assembly Health Committee	parsed
in the bill		none_parsed
in the bill may have the unintended consequence of preventing the PUC	PUC	parsed
in the bill were not sufficiently distinguished from similar medical		none_parsed
in the case of commercial insurance, involve reduced policy coverage		none_parsed
in the commission of the crimes. Three witnesses identified Rocha as a		none_parsed
in the community, even individuals needing the highest		none_parsed
in the context of the budget process and available		none_parsed
in the course and scope of the regulated business?.Legitimate		none_parsed
in the debt trap		none_parsed
in the diagnosis and treatment of mental disorders and conditions		none_parsed
in the Disease Prevention Demonstration Project. This	Disease Prevention Demonstration Project	parsed
In the eight other		none_parsed
In the example of a case of a Medi-Cal beneficiary involving admission to a CRT center cited above, WCLP	WCLP	parsed
"in the FBI's Next Generation identification ""rapback"" process. The Rapback process has the FBI retain the applicant's fingerprints in order"	FBI	parsed
in the first place		none_parsed
in the foreseeable future		none_parsed
in the health and dental plans participating in the HFP. The primary purpose of this survey is to assess the satisfaction and experience families have with their health and dental		none_parsed
In the Health Committee, several affected	several affected	parsed
in the hearing of Assembly Committee on Housing & Community	Assembly Committee on Housing & Community	parsed
in the Insurance Committee, not the Public Safety Committee		none_parsed
in the intervening time? In reality, administrative law judges already		none_parsed
In the last four years since the passage of AB 1171 more than 10		none_parsed
in the LGBT community as mental disorder and institutes bigotry against		none_parsed
in the lives of people living near the poverty level, many		none_parsed
in the marketplace? If so, is imposition of a		none_parsed
in the mid-1990s before the current restrictions were enacted		none_parsed
in the production of human blood or human whole blood derivatives to		none_parsed
in the protection dog sports where their working abilities are tested		none_parsed
in the queue		none_parsed
in the reduction of new sidewalks built and cause additional strain on		none_parsed
in the Sacramento Bee on April 24, 2012, a representative from the CalChamber argued against the bill putting the minimum wage on	CalChamber	parsed
in the same manner as most peace officers		none_parsed
in the same type of fraudulent marketing tactics that surfaced		none_parsed
in the second year		none_parsed
in the Senate Health Committee	Senate Health Committee	parsed
in the Senate Rules Committee in September 2007	Senate Rules Committee	parsed
in the state's bays and estuaries and along its sensitive coastline, SB 300		none_parsed
in the state's local green business programs		none_parsed
in the state, I vetoed a bill similar to this one last year because it was		none_parsed
in the statement is already provided in the contract terms and conditions which the customer signs prior to initiating service		none_parsed
in the United States and California there is a fundamental principle that all research participants deserve just compensation for their contribution to research that entails some risk and much time		none_parsed
In the wake of the recent tragedies in Southern California, we feel		none_parsed
In their		none_parsed
in their		none_parsed
"In their ""oppose unless amended"" letter, EFF"	EFF	parsed
"In their ""oppose"" letter, EFF"	EFF	parsed
In their call for detailed study and investigation by the [United		none_parsed
in their custody by hospitals charging rates of reimbursement far	hospitals	parsed
in their letter		none_parsed
In their letter of opposition, the National Rifle Association	National Rifle Association	parsed
In their letter of support, the sponsor	the sponsor	parsed
In their letters		none_parsed
In their opposition, Technet and the California Chamber of Commerce	Technet and the California Chamber of Commerce	parsed
in their treatment, and when involuntary medications are ordered, they		none_parsed
In this case, although ABC	ABC	parsed
in this limitation and require them to have a conditional use permit in		none_parsed
in three of the four participating grades, and partial-day CSR in the remaining grade, by Jul y 1, 2001. The bill would also change the current		none_parsed
in up to five counties		none_parsed
in violation of First Amendment of the US Constitution		none_parsed
in voluntary continuing education and MCE would only add		none_parsed
in which a person is giving testimony under oath to a civil grand jury, deviates from the long-standing way in which grand juries have operated and is unnecessary		none_parsed
in which the subject matter was not heard in an Assembly policy committee this legislative session		none_parsed
in writing auto insurance		none_parsed
in year one and ongoing for a contract		none_parsed
in-state wine producers	in-state wine producers	parsed
inability		none_parsed
inability to navigate government systems		none_parsed
inaccurate because health plans and insurers have different	health plans and insurers	parsed
inadequate coverage		none_parsed
inadequate coverage and discourages preventive care because		none_parsed
"inadequate. NAPWDA explains, ""Most of the breeding dogs that create"	NAPWDA	parsed
inadvertently create double funding issues. I am a		none_parsed
inadvertently deleted by the proposed amendments.: QUESTIONS		none_parsed
inadvertently hamper our abilities to process these kits. It is for		none_parsed
inadvertently overpay property taxes. The changes that		none_parsed
inappropriate and appears to be a dangerous attempt by a		none_parsed
inappropriate and threatening		none_parsed
inappropriate for the Legislature to require the TCA	TCA	parsed
inappropriate given that these products are often dietary necessities		none_parsed
inappropriate results and to leave public entities without the range of choices and competition they want on their contracts	public entities	parsed
inappropriate to enact a one-size-fits-all policy to apply to every		none_parsed
inappropriate to not count time spent in jail pending SVP		none_parsed
inappropriately attempts to stop large employers from using legally	large employers	parsed
inappropriately places a new financial penalty on local agencies without	local agencies	parsed
inappropriately reverse that action		none_parsed
inappropriately uses inmate-generated canteen funds traditionally used		none_parsed
inattention or bureaucratic delays		none_parsed
in response to data that illustrated the need for more		none_parsed
Inc. 146 additional letters of support from the Oakhurst area community	Oakhurst area community	parsed
"Inc. FTB position is ""Neutral"	FTB	parsed
incapacitated with a condition that renders him or her permanently unable		none_parsed
"incapacitation. CDAA states, """"The early release programs"	CDAA	parsed
incarcerated, having a child in and of itself should not be enough to		none_parsed
incarceration in which the accused is not entitled to a		none_parsed
incarceration of this population in the state prison system		none_parsed
incentive no other state can offer		none_parsed
incentive to departments and agencies to follow through with their notice		none_parsed
incentive to file these claims and will create legal mills that routinely		none_parsed
incentive. They		none_parsed
incentives and allocations to provide housing		none_parsed
incentives for boosting exports and imports through California seaports and airports and, most importantly, by creating new cargo-moving jobs		none_parsed
incentives produce the desired job growth in a predictable and uniform		none_parsed
incentives, usually a contingency-fee, to contractors		none_parsed
incidence data would assist in targeting and evaluating		none_parsed
incident, leaving it with serious injuries. In other cases, dogs and cats		none_parsed
include a consideration of whether an individual health care		none_parsed
include a review by an expert in pain management and addiction medicine and a review by an expert in the same		none_parsed
include a statement with each bill that is sent to customers		none_parsed
include activities to be accomplished prior to the establishment of such		none_parsed
include Christian Science nursing care. Christian	Christian Science nursing care	parsed
include county agencies that have contracted with the State for the performance of licensing duties	county agencies	parsed
include illiterate adults and young children		none_parsed
include in the Legislative declaration (Section 7 of the bill)		none_parsed
include non-administrative staff, such as curriculum		none_parsed
include other issues surrounding automobile repairs, including		none_parsed
include some sort of benefit cap on O&P		none_parsed
include the circumstance of when the person who keeps the firearm knows		none_parsed
include the instructor's writing or other work. Receipt of such royalties		none_parsed
include: adhesives, aerosols, photographic chemicals, plastic		none_parsed
included a provision that the license deposit could be offset by reduced taxes on gross gaming revenues. That provision has since been removed. Opponents to the current version of the bill	Opponents to the current version of the bill	parsed
included in a ballot measure [Political Reform Act] approved		none_parsed
included in determining the assessed value of a property		none_parsed
"included within the term ""administrative costs"		none_parsed
Included within this organization's membership who are also in		none_parsed
Includes 47 sport fishing groups throughout the state	47 sport fishing groups	parsed
includes a profit participation provision, such that if a change in use		none_parsed
includes accessible voting systems and the creation of a		none_parsed
includes the California State Association of Counties, the County Welfare Directors Association, and the California Mental Health Directors Association. These	California State Association of Counties, the County Welfare Directors Association, and the California Mental Health Directors Association	parsed
"includes, but is not limited to, ""applied peace building and violence"		none_parsed
including 16 programs in California. Further Information: The policy committee analysis includes additional background on the California economy		none_parsed
including a hospital pharmacy and therapeutics committee		none_parsed
including a live sporting		none_parsed
including a parent who		none_parsed
including a patient with a history of overdose		none_parsed
including but not limited to emotional		none_parsed
including by providing student		none_parsed
including contract		none_parsed
including diverting funds to a select group of UC student-athletes and limiting a program's ability to fund and		none_parsed
including drug and device manufacturers	drug and device manufacturers	parsed
including education		none_parsed
including equity to California licensees		none_parsed
including evaluating irreparable harm and likelihood of success on the merits. As such		none_parsed
including furnishing hormonal contraceptives		none_parsed
including holding flat executive compensation and benefits that near many hundreds of thousands of dollars and more		none_parsed
including information necessary		none_parsed
including Insurance Commissioner Dave Jones	Insurance Commissioner Dave Jones	parsed
including investments in Medi-Cal Dental		none_parsed
including language to protect the identity and confidentiality of health care professionals and facility employees in the reports of adverse events that are filed by hospitals		none_parsed
including massive price mark-ups		none_parsed
including Moms for Liberty Santa Clara County and Our Duty	Moms for Liberty Santa Clara County and Our Duty	parsed
including nonpharmacological treatment options and referral to specialty care		none_parsed
including organic		none_parsed
including organic farms		none_parsed
including prenatal care		none_parsed
including Price Waterhouse Coopers (PwC) and BOE member George Runner	Price Waterhouse Coopers (PwC) and BOE member George Runner	parsed
including pricing		none_parsed
including public funds		none_parsed
including quality control		none_parsed
including relevant recommendations and research from academia and consideration of existing guidelines and recommendations from groups including		none_parsed
including resources for three additional staff and consulting costs for planning and		none_parsed
including service currently provided over copper and fiber cable networks and circuit switched technology		none_parsed
including several Black Chambers of Commerce	several Black Chambers of Commerce	parsed
including several black chambers of Commerce	several black chambers of Commerce	parsed
including smoke alarms		none_parsed
including social workers		none_parsed
including some form of preference rights for temporary faculty, although these may differ in specifications, details, process, and how		none_parsed
including some of the state's largest municipalities	state's largest municipalities	parsed
including that set by the National Center for Construction Education and Research (NCCER). The NCCER Core Curriculum is used in more than 70 craft areas	National Center for Construction Education and Research (NCCER)	parsed
including the Bankers Association	Bankers Association	parsed
including the Breast Cancer Fund	Breast Cancer Fund	parsed
including the CalChamber	CalChamber	parsed
including the California Aquaculture Association	California Aquaculture Association	parsed
including the California Association of Health Underwriters and the California Medical Association	California Association of Health Underwriters and the California Medical Association	parsed
including the California Business Properties Association and the Institute of Real Estate Management	California Business Properties Association and the Institute of Real Estate Management	parsed
including the California Chamber of Commerce and the National Federation of Business	California Chamber of Commerce and the National Federation of Business	parsed
including the California Council for the Blind, the California	California Council for the Blind	parsed
including the California Federation of Labor Unions and SEIU California are	California Federation of Labor Unions and SEIU California	parsed
including the California Healthcare Association	California Healthcare Association	parsed
including the California Housing Consortium and Housing California are	California Housing Consortium and Housing California	parsed
including the California Pan Ethnic Health Network and the California Black Health Network	California Pan Ethnic Health Network and the California Black Health Network	parsed
including the California Work & Family Coalition and Legal Aid at Work write the following	California Work & Family Coalition and Legal Aid at Work	parsed
Including the Cities of Huntington Park and Montebello	Cities of Huntington Park and Montebello	parsed
including the Consumer Attorneys of California and the Consumer Protection Policy Center at the University of San Diego Law School	Consumer Attorneys of California and the Consumer Protection Policy Center at the University of San Diego Law School	parsed
including the Electronic Frontier Foundation and Rural County Representatives of California (RCRC)	Electronic Frontier Foundation and Rural County Representatives of California (RCRC)	parsed
including the Employment Development Department, the Department of Motor Vehicles, the Department of Health Services, and the California Highway Patrol	Employment Development Department, the Department of Motor Vehicles, the Department of Health Services, and the California Highway Patrol	parsed
including the establishment of officer wellness and peer		none_parsed
including the Farm Bureau Federation	Farm Bureau Federation	parsed
including the FCC	FCC	parsed
including the holder of the rights to the sporting		none_parsed
including the League of California Cities and the California Association of Joint Powers Authorities	League of California Cities and the California Association of Joint Powers Authorities	parsed
including the mandatory reimbursement and dispensing fees for pharmacies		none_parsed
including the Metropolitan Water District and the San Diego County Water Agency	Metropolitan Water District and the San Diego County Water Agency	parsed
including the real estate each product allows for labeling		none_parsed
including the section		none_parsed
including the Southport Setback Levee Project. Despite the City's prioritization of the project and progress to date	Southport Setback Levee Project	parsed
including the Western Center on Law and Poverty and Health Access California	Western Center on Law and Poverty and Health Access California	parsed
including the Western Electrical Contractors Association (WECA)	Western Electrical Contractors Association (WECA)	parsed
including those representing consumers		none_parsed
including those representing ethnic minority-and veteran-owned businesses	ethnic minority-and veteran-owned businesses	parsed
including those who are uninsured and underinsured. AB 2134 is currently pending in the Senate Health Committee. AB 2205 (Carrillo		none_parsed
including transitional kindergarten		none_parsed
including working		none_parsed
Inclusion of a provision of standards that ensure		none_parsed
inclusion, it ignores male victims of domestic violence who		none_parsed
inclusive of abortion		none_parsed
inclusive. (C) The progress made toward reducing the over-prescription of opioids. (D) Recommendations for whether further reduction of opioid prescription is needed. (E) Information		none_parsed
inclusive. This information shall be provided in total		none_parsed
income and minority homeowners who are reluctant to enroll in Medi-Cal if		none_parsed
income clients, but		none_parsed
income deductions given to people who work and live in the community. The group		none_parsed
income first-time expectant mothers and their families		none_parsed
income for different-sex couples. Supporters note when a California	Supporters	parsed
income for the expense of certain fees (such as conservatorship fees)		none_parsed
income housing reduces local control of redevelopment and community revitalization projects. Redevelopment agencies, the CRA	Redevelopment agencies, the CRA	parsed
income people with disabilities and their families who hire in-home care		none_parsed
income tax law, which specifically allow taxpayers to claim reimbursement		none_parsed
income tax return, as long as the state income tax return is filed timely (generally April 15 for personal income tax), the use tax payment is		none_parsed
income uninsured women in California lack and deserve access		none_parsed
income, payroll, sales and use tax and other taxes and fees. Although		none_parsed
incomplete, or fails to properly measure the relevant time frames. They		none_parsed
inconsistent with long held principles of California's civil service		none_parsed
inconsistent with the Administration's efforts to reduce government		none_parsed
inconsistent with the terms of the settlement agreement		none_parsed
inconsistent with their religious beliefs. If		none_parsed
inconsistent with, and therefore destroy, the conservation easement		none_parsed
increase costs to employers and be duplicative of the existing requirements for the development of injury and illness preventive programs under existing law		none_parsed
increase dispute resolution costs to local governments		none_parsed
increase dramatically if the program faces a legal challenge and while		none_parsed
increase for a total of $130		none_parsed
increase if the additional revenues were to provide direct services that		none_parsed
increase in alcohol related harm		none_parsed
increase in costs can jeopardize two or more transactions		none_parsed
increase in costs has a direct impact on state and local funds. For non		none_parsed
increase in costs to utility customers in Southern California and provide		none_parsed
increase in fraudulent billings		none_parsed
increase in number and complexity, surgical centers cannot continue to		none_parsed
increase in requests for assistance since 2008, and the food lines are		none_parsed
increase in the Board's budget. As a result, the additional		none_parsed
increase in the level of protection for mobilehome		none_parsed
increase in the minimum wage will hinder this recovery and may even lead		none_parsed
increase licensure and examination fees charged to these		none_parsed
increase prohibition be relaxed to allow the value of an		none_parsed
increase requiring two-thirds voter approval		none_parsed
increase revenues available for charitable purposes. SB 1369 will cut off		none_parsed
increase the numbers of newborns protected under this program, but if		none_parsed
increase would be to reduce their workforce. Opponents also	Opponents	parsed
increase, it would seem appropriate to amend the bill		none_parsed
increased accessibility to these resources also strives to diminish the stigma around the discussion of receiving		none_parsed
increased availability of alcoholic beverages is correlated with an		none_parsed
Increased consumption of plant-based foods reduces the risks of developing these costly diet-related diseases and		none_parsed
increased costs from Field Act compliance are modest and worth the added		none_parsed
increased demands on their general funds to pick up the slack		none_parsed
increased economic activity in California		none_parsed
increased numbers of earthquake policies being in force		none_parsed
increased public safety costs for cities across California		none_parsed
increased services and providers that now qualify for reimbursement will allow schools to		none_parsed
increased substantially		none_parsed
increases and reductions in quantity. Opponents further	Opponents	parsed
increases approved last year which could - and probably would - result in pressure to apply other		none_parsed
increases child		none_parsed
increases in rates		none_parsed
increases retroactively. The retroactive application		none_parsed
increases the emphasis on the prompt provision of services in both LPS		none_parsed
increases the number of task force meetings HCD must convene of mobilehome stakeholders from one to two meetings each year	HCD	parsed
increases to co-tenants up until Cobb the situation has		none_parsed
increases will retard economic recovery		none_parsed
"increases. They suggest that ""if the lone original tenant"		none_parsed
increasing consumer cost sharing, it may be necessary for		none_parsed
increasing costs rather than capturing revenues		none_parsed
increasing exposure to the sun for minors who would otherwise		none_parsed
increasing interference with hunting by other hunters competing for		none_parsed
increasing number of parties who go to court without		none_parsed
increasing renewable base load generation		none_parsed
Increasing the award amount would enable students to limit the number of hours they work, and enroll in more credit hours, both of which		none_parsed
increasing the limit on the number of one-year enhancements for		none_parsed
increasing the number of contaminated needles and syringes in		none_parsed
increasing the number of hearing specialists able to participate in the evaluation process will be beneficial		none_parsed
increasing the public's understanding and the government's		none_parsed
increasing to $15 per hour as of October 1		none_parsed
Increasing vegetation and tree cover also		none_parsed
increments, based on what psychiatrists predict regarding		none_parsed
incur $1.7 million in new costs		none_parsed
incurring additional debt. The act imposes a $75 fee on documents related		none_parsed
Indeed		none_parsed
indeed withdrawing cash to gamble		none_parsed
Indeed, as the Legislative Counsel's Digest	Legislative Counsel	parsed
Indeed, the very fact that courts currently can invalidate geolocation warrants that lack particularity or are otherwise overbroad using a standard Fourth Amendment analysis		none_parsed
indemnification hearings		none_parsed
independent auditing. C.A.S.H. also	C.A.S.H.	parsed
independent board, (b) a new department focused		none_parsed
independent entity in terms of composition, staffing, and operations, and has the authority to act independently in the areas of administering examinations to ensure minimal		none_parsed
independent judge - and existing law provides several mechanisms		none_parsed
independent pharmacies are closing throughout the state. The sponsors		none_parsed
independently elected tax board is not responsible for the impact of its tax administration decisions on the government's		none_parsed
indeterminately sentenced offenders, eliminating the prospect		none_parsed
indeterminately sentenced offenders, eliminating the prospect of 15% credits for good behavior has little practical effect beyond		none_parsed
indicate a sexual act occurred. In most of these cases, the issue is		none_parsed
indicate support for the bill. These groups		none_parsed
indicate that African-American and Hispanic youth are		none_parsed
"indicate that both ARB and the Energy Commission are ""setting the state on"	ARB and the Energy Commission	parsed
indicate they are homeless in order to receive a free birth certificate		none_parsed
indicated in conversations with staff that the current		none_parsed
indicated it would support the measure if amended to better define the limits of those cosmetic practices		none_parsed
indicated that the increase has forced the Board to redirect		none_parsed
indicates foster parents are often an important and reliable		none_parsed
indicates it is one of a few districts with voter-approved bonds		none_parsed
indicates letters that were received before the latest amendment date of April 18, 2018		none_parsed
"indicates that ""Grandfather all existing bikes in, at the very least so"		none_parsed
"indicates that ""In the past five years, the California Legislature and local governments have tried to impose more than $7 billion in new taxes"		none_parsed
"indicates that ""the building trades have been particularly hard hit with"		none_parsed
"indicates that ""the high-speed train project has advanced substantially"		none_parsed
indicates that most state agencies have different		none_parsed
"indicates that requiring the ""intended purpose"" of the drug to"		none_parsed
indicates that state formulas are holding it to an artificially		none_parsed
indicates that the extent to which the student trustee is viewed as an		none_parsed
